00501,0
01001,0
1001,0
1002,1
10029,2
10038,3
10060,4
10090,5
10109,6
10118,7
10128,8
10151,9
10161,10
10171,11
10199,12
10256,13
10270,14
1028,15
10303,16
10311,17
1038,18
10458,19
10470,20
10504,21
10516,22
10526,23
10537,24
10548,25
10566,26
10580,27
10595,28
10605,29
1070,30
10709,31
10801,32
1086,33
10915,34
10924,35
1094,36
10958,37
1097,38
10981,39
10992,40
11005,41
11027,42
11053,43
11103,44
1119,45
11211,46
11222,47
11234,48
11249,49
11356,50
11366,51
11377,52
11411,53
11421,54
11431,55
11507,56
11531,57
11554,58
11566,59
11580,60
11693,61
11707,62
11720,63
11732,64
11746,65
11758,66
11770,67
11782,68
11793,69
11815,70
11937,71
11950,72
11960,73
11971,74
12008,75
12020,76
12032,77
12046,78
12058,79
12067,80
12077,81
12092,82
12117,83
12131,84
12141,85
12155,86
12167,87
12180,88
12190,89
12202,90
12214,91
1223,92
1224,93
12244,96
1229,95
12308,96
12345,0
12402,97
12416,98
12427,99
12436,100
12448,101
12457,102
12469,103
12482,104
12493,105
12507,106
12518,107
12528,108
12540,109
1255,110
12565,111
12575,112
12586,113
12603,114
12720,115
12733,116
12746,117
12759,118
12770,119
12784,120
12801,121
12816,122
12831,123
12842,124
12852,125
12862,126
12878,127
12911,128
12921,129
12933,130
12945,131
12959,132
12972,133
12983,134
12998,135
13029,136
13040,137
13056,138
13069,139
13083,140
13103,141
13116,142
13131,143
13142,144
13155,145
13166,146
13209,147
13221,148
1330,149
13313,150
13323,151
13334,152
13346,153
13362,154
13401,155
13411,156
13425,157
13439,158
13456,159
1347,160
13480,161
13491,162
1351,163
13607,164
13618,165
13628,166
13639,167
13648,168
13659,169
13668,170
13676,171
13684,172
13696,173
13736,174
13748,175
13757,176
13777,177
1379,178
13804,179
13815,180
13838,181
13848,182
13864,183
14008,184
14027,185
14038,186
14054,187
14065,188
14082,189
14103,190
14125,191
14136,192
14166,193
14201,194
14212,195
14223,196
14261,197
1430,198
1438,199
14422,200
14435,201
14456,202
14472,203
14486,204
1451,205
14519,206
14530,207
14544,208
14557,209
14572,210
14602,211
